ファイル名,学習項目ID,単元,学習項目,問題番号,レベル判定,IRT困難度,推定誤差,識別力(a),主な能力,前提知識,判定理由,基礎レベルと標準レベルの作問方針の違い
m-jh1-A-01-17s.txt,1-A-01-17,いろいろな計算－分配法則を利用した計算,分配法則を利用した計算,問題1,標準レベル,86,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,分配法則を利用した計算について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-01-17s.txt,1-A-01-17,いろいろな計算－分配法則を利用した計算,分配法則を利用した計算,問題2,標準レベル,90,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,分配法則を利用した計算について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-01-17s.txt,1-A-01-17,いろいろな計算－分配法則を利用した計算,分配法則を利用した計算,問題3,標準レベル,94,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,分配法則を利用した計算について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-01-17s.txt,1-A-01-17,いろいろな計算－分配法則を利用した計算,分配法則を利用した計算,問題4,標準レベル,98,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,分配法則を利用した計算について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-01-17s.txt,1-A-01-17,いろいろな計算－分配法則を利用した計算,分配法則を利用した計算,問題5,標準レベル,102,±10,1.3,文字式の構造理解・式変形,正負の数・文字式の基本,分配法則を利用した計算について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-01-17s.txt,1-A-01-17,いろいろな計算－分配法則を利用した計算,分配法則を利用した計算,問題6,標準レベル,106,±10,1.3,文字式の構造理解・式変形,正負の数・文字式の基本,分配法則を利用した計算について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題1,基礎レベル,61,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題2,基礎レベル,65,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題3,基礎レベル,69,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題4,基礎レベル,73,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題5,基礎レベル,77,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題6,基礎レベル,81,±10,1.1,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題7,基礎レベル,85,±10,1.1,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-18b.txt,1-A-01-18,いろいろな計算－数の集合（数＞整数＞自然数）,数の集合（数＞整数＞自然数）,問題8,基礎レベル,89,±10,1.1,計算処理・概念理解,前単元の基本事項,,基礎：符号・計算順序・用語を1つずつ確認する単問中心。標準：小数・分数・複数項・計算の工夫を入れ、符号判断と処理を組み合わせる。
m-jh1-A-01-19b.txt,1-A-01-19,いろいろな計算－正の数・負の数の利用（表問題）,正の数・負の数の利用（表問題）,問題1,基礎レベル,64,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：定義・公式・基本手順を1つずつ確認する。標準：条件整理や複数手順を加え、定期テスト中心問題として判断力を問う。
m-jh1-A-01-19b.txt,1-A-01-19,いろいろな計算－正の数・負の数の利用（表問題）,正の数・負の数の利用（表問題）,問題2,基礎レベル,68,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：定義・公式・基本手順を1つずつ確認する。標準：条件整理や複数手順を加え、定期テスト中心問題として判断力を問う。
m-jh1-A-01-19b.txt,1-A-01-19,いろいろな計算－正の数・負の数の利用（表問題）,正の数・負の数の利用（表問題）,問題3,基礎レベル,72,±10,1.0,計算処理・概念理解,前単元の基本事項,,基礎：定義・公式・基本手順を1つずつ確認する。標準：条件整理や複数手順を加え、定期テスト中心問題として判断力を問う。
m-jh1-A-01-19s.txt,1-A-01-19,いろいろな計算－正の数・負の数の利用（表問題）,正の数・負の数の利用（表問題）,問題1,標準レベル,92,±10,1.2,計算処理・概念理解,前単元の基本事項,正の数・負の数の利用（表問題）について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：定義・公式・基本手順を1つずつ確認する。標準：条件整理や複数手順を加え、定期テスト中心問題として判断力を問う。
m-jh1-A-01-19s.txt,1-A-01-19,いろいろな計算－正の数・負の数の利用（表問題）,正の数・負の数の利用（表問題）,問題2,標準レベル,96,±10,1.2,計算処理・概念理解,前単元の基本事項,正の数・負の数の利用（表問題）について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：定義・公式・基本手順を1つずつ確認する。標準：条件整理や複数手順を加え、定期テスト中心問題として判断力を問う。
m-jh1-A-01-19s.txt,1-A-01-19,いろいろな計算－正の数・負の数の利用（表問題）,正の数・負の数の利用（表問題）,問題3,標準レベル,100,±10,1.3,計算処理・概念理解,前単元の基本事項,正の数・負の数の利用（表問題）について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：定義・公式・基本手順を1つずつ確認する。標準：条件整理や複数手順を加え、定期テスト中心問題として判断力を問う。
m-jh1-A-01-20b.txt,1-A-01-20,いろいろな計算－素数と素因数分解,素数と素因数分解,問題1,基礎レベル,67,±10,1.0,因数分解の公式適用・構造認識,展開・乗法の公式・共通因数,,基礎：共通因数や公式を直接使って因数分解する。標準：共通因数を先にくくる、積と和を探す、置き換えるなど構造判断を加える。
m-jh1-A-01-20b.txt,1-A-01-20,いろいろな計算－素数と素因数分解,素数と素因数分解,問題2,基礎レベル,71,±10,1.0,因数分解の公式適用・構造認識,展開・乗法の公式・共通因数,,基礎：共通因数や公式を直接使って因数分解する。標準：共通因数を先にくくる、積と和を探す、置き換えるなど構造判断を加える。
m-jh1-A-01-20b.txt,1-A-01-20,いろいろな計算－素数と素因数分解,素数と素因数分解,問題3,基礎レベル,75,±10,1.0,因数分解の公式適用・構造認識,展開・乗法の公式・共通因数,,基礎：共通因数や公式を直接使って因数分解する。標準：共通因数を先にくくる、積と和を探す、置き換えるなど構造判断を加える。
m-jh1-A-01-20b.txt,1-A-01-20,いろいろな計算－素数と素因数分解,素数と素因数分解,問題4,基礎レベル,79,±10,1.0,因数分解の公式適用・構造認識,展開・乗法の公式・共通因数,,基礎：共通因数や公式を直接使って因数分解する。標準：共通因数を先にくくる、積と和を探す、置き換えるなど構造判断を加える。
m-jh1-A-01-20b.txt,1-A-01-20,いろいろな計算－素数と素因数分解,素数と素因数分解,問題5,基礎レベル,83,±10,1.1,因数分解の公式適用・構造認識,展開・乗法の公式・共通因数,,基礎：共通因数や公式を直接使って因数分解する。標準：共通因数を先にくくる、積と和を探す、置き換えるなど構造判断を加える。
m-jh1-A-01-21b.txt,1-A-01-21,いろいろな計算－素因数分解の利用,素因数分解の利用,問題1,基礎レベル,70,±10,1.0,平方根の性質・根号計算,正負の数・平方数・根号の意味,,基礎：平方根の意味、大小、根号計算の基本を確認する。標準：変形、近似、条件判断を組み合わせて根号の性質を使い分ける。
m-jh1-A-01-21b.txt,1-A-01-21,いろいろな計算－素因数分解の利用,素因数分解の利用,問題2,基礎レベル,74,±10,1.0,平方根の性質・根号計算,正負の数・平方数・根号の意味,,基礎：平方根の意味、大小、根号計算の基本を確認する。標準：変形、近似、条件判断を組み合わせて根号の性質を使い分ける。
m-jh1-A-01-21b.txt,1-A-01-21,いろいろな計算－素因数分解の利用,素因数分解の利用,問題3,基礎レベル,78,±10,1.0,平方根の性質・根号計算,正負の数・平方数・根号の意味,,基礎：平方根の意味、大小、根号計算の基本を確認する。標準：変形、近似、条件判断を組み合わせて根号の性質を使い分ける。
m-jh1-A-01-21s.txt,1-A-01-21,いろいろな計算－素因数分解の利用,素因数分解の利用,問題1,標準レベル,98,±10,1.2,平方根の性質・根号計算,正負の数・平方数・根号の意味,素因数分解の利用について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：平方根の意味、大小、根号計算の基本を確認する。標準：変形、近似、条件判断を組み合わせて根号の性質を使い分ける。
m-jh1-A-01-21s.txt,1-A-01-21,いろいろな計算－素因数分解の利用,素因数分解の利用,問題2,標準レベル,102,±10,1.3,平方根の性質・根号計算,正負の数・平方数・根号の意味,素因数分解の利用について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：平方根の意味、大小、根号計算の基本を確認する。標準：変形、近似、条件判断を組み合わせて根号の性質を使い分ける。
m-jh1-A-01-21s.txt,1-A-01-21,いろいろな計算－素因数分解の利用,素因数分解の利用,問題3,標準レベル,106,±10,1.3,平方根の性質・根号計算,正負の数・平方数・根号の意味,素因数分解の利用について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：平方根の意味、大小、根号計算の基本を確認する。標準：変形、近似、条件判断を組み合わせて根号の性質を使い分ける。
m-jh1-A-02-01b.txt,1-A-02-01,文字と式－文字を使った式,文字を使った式,問題1,基礎レベル,28,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-01b.txt,1-A-02-01,文字と式－文字を使った式,文字を使った式,問題2,基礎レベル,32,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-01b.txt,1-A-02-01,文字と式－文字を使った式,文字を使った式,問題3,基礎レベル,36,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-01b.txt,1-A-02-01,文字と式－文字を使った式,文字を使った式,問題4,基礎レベル,40,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-01b.txt,1-A-02-01,文字と式－文字を使った式,文字を使った式,問題5,基礎レベル,44,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-01b.txt,1-A-02-01,文字と式－文字を使った式,文字を使った式,問題6,基礎レベル,48,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題1,基礎レベル,31,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題2,基礎レベル,35,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題3,基礎レベル,39,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題4,基礎レベル,43,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題5,基礎レベル,47,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題6,基礎レベル,51,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題7,基礎レベル,55,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題8,基礎レベル,59,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題9,基礎レベル,63,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題10,基礎レベル,67,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題11,基礎レベル,71,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題12,基礎レベル,75,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-02b.txt,1-A-02-02,文字と式－文字式の表し方,文字式の表し方,問題13,基礎レベル,79,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03b.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題1,基礎レベル,34,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03b.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題2,基礎レベル,38,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03b.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題3,基礎レベル,42,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03b.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題4,基礎レベル,46,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03b.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題5,基礎レベル,50,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題1,標準レベル,62,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題2,標準レベル,66,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題3,標準レベル,70,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題4,標準レベル,74,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題5,標準レベル,78,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題6,標準レベル,82,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題7,標準レベル,86,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題8,標準レベル,90,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題9,標準レベル,94,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題10,標準レベル,98,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題11,標準レベル,102,±10,1.3,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-03s.txt,1-A-02-03,文字と式－いろいろな数量と文字式,いろいろな数量と文字式,問題12,標準レベル,106,±10,1.3,文字式の構造理解・式変形,正負の数・文字式の基本,いろいろな数量と文字式について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題1,基礎レベル,37,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題2,基礎レベル,41,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題3,基礎レベル,45,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題4,基礎レベル,49,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題5,基礎レベル,53,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題6,基礎レベル,57,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題7,基礎レベル,61,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題8,基礎レベル,65,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題9,基礎レベル,69,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題10,基礎レベル,73,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題11,基礎レベル,77,±10,1.0,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題12,基礎レベル,81,±10,1.1,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04b.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題13,基礎レベル,85,±10,1.1,文字式の構造理解・式変形,正負の数・文字式の基本,,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
m-jh1-A-02-04s.txt,1-A-02-04,文字と式－式の値（代入）,式の値（代入）,問題1,標準レベル,65,±10,1.2,文字式の構造理解・式変形,正負の数・文字式の基本,式の値（代入）について、基礎の確認だけでなく複数の判断や計算処理を組み合わせる必要があるため。,基礎：文字式の用語や1段階の式変形を確認する。標準：複数の項、符号、分配法則、同類項の整理を組み合わせて処理させる。
