ファイル名,学習項目ID,単元,学習項目,問題番号,レベル判定,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,主な能力,前提知識,判定理由,基礎レベルと標準レベルの作問方針の違い
m-jh1-A-03-09b.txt,1-A-03-09,１次方程式－方程式の解と定数,方程式の解と定数,問題2,基礎レベル,48.8,0.976,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-09s.txt,1-A-03-09,１次方程式－方程式の解と定数,方程式の解と定数,問題1,標準レベル,62.4,1.248,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-10b.txt,1-A-03-10,１次方程式－代金の問題,代金の問題,問題1,基礎レベル,47.0,0.940,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-10b.txt,1-A-03-10,１次方程式－代金の問題,代金の問題,問題2,基礎レベル,50.0,1.000,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-10s.txt,1-A-03-10,１次方程式－代金の問題,代金の問題,問題1,標準レベル,63.5,1.270,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-10s.txt,1-A-03-10,１次方程式－代金の問題,代金の問題,問題2,標準レベル,66.5,1.330,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-11b.txt,1-A-03-11,１次方程式－過不足の問題,過不足の問題,問題1,基礎レベル,48.1,0.962,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-11b.txt,1-A-03-11,１次方程式－過不足の問題,過不足の問題,問題2,基礎レベル,51.1,1.022,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-11s.txt,1-A-03-11,１次方程式－過不足の問題,過不足の問題,問題1,標準レベル,64.7,1.294,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-11s.txt,1-A-03-11,１次方程式－過不足の問題,過不足の問題,問題2,標準レベル,67.7,1.354,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-12b.txt,1-A-03-12,１次方程式－速さに関する問題,速さに関する問題,問題1,基礎レベル,49.2,0.984,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-12b.txt,1-A-03-12,１次方程式－速さに関する問題,速さに関する問題,問題2,基礎レベル,52.2,1.044,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-12s.txt,1-A-03-12,１次方程式－速さに関する問題,速さに関する問題,問題1,標準レベル,65.8,1.316,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-12s.txt,1-A-03-12,１次方程式－速さに関する問題,速さに関する問題,問題2,標準レベル,68.8,1.376,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-13b.txt,1-A-03-13,１次方程式－割合問題,割合問題,問題1,基礎レベル,50.3,1.006,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-13b.txt,1-A-03-13,１次方程式－割合問題,割合問題,問題2,基礎レベル,53.3,1.066,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-13b.txt,1-A-03-13,１次方程式－割合問題,割合問題,問題3,基礎レベル,56.3,1.126,0.0148,0.740,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-13s.txt,1-A-03-13,１次方程式－割合問題,割合問題,問題1,標準レベル,66.9,1.338,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-13s.txt,1-A-03-13,１次方程式－割合問題,割合問題,問題2,標準レベル,69.9,1.398,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-A-03-13s.txt,1-A-03-13,１次方程式－割合問題,割合問題,問題3,標準レベル,72.9,1.458,0.0166,0.830,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh1-B-01-01b.txt,1-B-01-01,比例－関数とは？,関数とは？,問題1,基礎レベル,51.5,1.030,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-01b.txt,1-B-01-01,比例－関数とは？,関数とは？,問題2,基礎レベル,54.5,1.090,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-01b.txt,1-B-01-01,比例－関数とは？,関数とは？,問題3,基礎レベル,57.5,1.150,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-01b.txt,1-B-01-01,比例－関数とは？,関数とは？,問題4,基礎レベル,60.5,1.210,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-01b.txt,1-B-01-01,比例－関数とは？,関数とは？,問題5,基礎レベル,63.5,1.270,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-01b.txt,1-B-01-01,比例－関数とは？,関数とは？,問題6,基礎レベル,66.5,1.330,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-01b.txt,1-B-01-01,比例－関数とは？,関数とは？,問題7,基礎レベル,69.5,1.390,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-02b.txt,1-B-01-02,比例－2つの数量の対応,2つの数量の対応,問題1,基礎レベル,52.0,1.040,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-02b.txt,1-B-01-02,比例－2つの数量の対応,2つの数量の対応,問題2,基礎レベル,55.0,1.100,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-03b.txt,1-B-01-03,比例－関数とその表し方,関数とその表し方,問題1,基礎レベル,52.6,1.052,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-03b.txt,1-B-01-03,比例－関数とその表し方,関数とその表し方,問題2,基礎レベル,55.6,1.112,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-04b.txt,1-B-01-04,比例－変域（不等式）,変域（不等式）,問題1,基礎レベル,53.2,1.064,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-04b.txt,1-B-01-04,比例－変域（不等式）,変域（不等式）,問題2,基礎レベル,56.2,1.124,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-04b.txt,1-B-01-04,比例－変域（不等式）,変域（不等式）,問題3,基礎レベル,59.2,1.184,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-04b.txt,1-B-01-04,比例－変域（不等式）,変域（不等式）,問題4,基礎レベル,62.2,1.244,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-05b.txt,1-B-01-05,比例－変域（数直線）,変域（数直線）,問題1,基礎レベル,53.7,1.074,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-05b.txt,1-B-01-05,比例－変域（数直線）,変域（数直線）,問題2,基礎レベル,56.7,1.134,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-05b.txt,1-B-01-05,比例－変域（数直線）,変域（数直線）,問題3,基礎レベル,59.7,1.194,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-06b.txt,1-B-01-06,比例－比例と比例定数,比例と比例定数,問題1,基礎レベル,54.3,1.086,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-06b.txt,1-B-01-06,比例－比例と比例定数,比例と比例定数,問題2,基礎レベル,57.3,1.146,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-06b.txt,1-B-01-06,比例－比例と比例定数,比例と比例定数,問題3,基礎レベル,60.3,1.206,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-06b.txt,1-B-01-06,比例－比例と比例定数,比例と比例定数,問題4,基礎レベル,63.3,1.266,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-07b.txt,1-B-01-07,比例－比例を式に表す,比例を式に表す,問題1,基礎レベル,54.9,1.098,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-07b.txt,1-B-01-07,比例－比例を式に表す,比例を式に表す,問題2,基礎レベル,57.9,1.158,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-07b.txt,1-B-01-07,比例－比例を式に表す,比例を式に表す,問題3,基礎レベル,60.9,1.218,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-07b.txt,1-B-01-07,比例－比例を式に表す,比例を式に表す,問題4,基礎レベル,63.9,1.278,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-08b.txt,1-B-01-08,比例－比例の式を求める,比例の式を求める,問題1,基礎レベル,55.4,1.108,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-08b.txt,1-B-01-08,比例－比例の式を求める,比例の式を求める,問題2,基礎レベル,58.4,1.168,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-09b.txt,1-B-01-09,比例－座標（座標平面上の1点の座標の位置を答える）,座標（座標平面上の1点の座標の位置を答える）,問題1,基礎レベル,56.0,1.120,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-09b.txt,1-B-01-09,比例－座標（座標平面上の1点の座標の位置を答える）,座標（座標平面上の1点の座標の位置を答える）,問題2,基礎レベル,59.0,1.180,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-09b.txt,1-B-01-09,比例－座標（座標平面上の1点の座標の位置を答える）,座標（座標平面上の1点の座標の位置を答える）,問題3,基礎レベル,62.0,1.240,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
